"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
0.533500141852759,1.7426773228306,1.19714753754461,-0.432224762133901,-0.885949826122233,0.391851660153359,-0.742614006222658,-0.562902796204086,-0.750741724027391,0.591716986397777,-0.383542932120395,1.24397211158955,1.59678460043808,-0.929984495985209,-1.54309798854338,0.0739345951084206,-1.25935624959395,1.29382154204023,0.905059701045573,0.074806809603154,0.454971995517249,-0.83884205265924,0.491403443292034,-0.532266917721758,0.286137161496467,-0.678517953749017,-0.187304763833026,-0.990843412693451,0.71882731302735,-0.422239901070317,0.0242563524727681,-0.111652286036165,0.354944574252578,-0.915720187454598,-1.27660245525467,-1.10217086819295,0.316639174584634,0.60271059467419,1.69219992407845,0.135835339364021
-0.255808397050049,-1.8061346855235,-1.23292369845972,-0.858451926350057,-1.79520703250686,-0.181179651842473,-0.859381312769949,-0.99207608061832,-0.395057110080703,-3.2120245615254,2.93607877405241,1.55510741765426,-1.04108704573282,1.45527358305878,3.23476570097871,1.29545703445823,0.349418810289232,-1.23565425748661,2.29357366695501,1.79776519695645,1.20686909535912,1.08925266633218,2.38196418472253,-0.381560553455165,1.36327333496769,-1.01676477658993,-0.628653708204493,0.0903467801391982,0.91123623410902,1.69575154775847,-1.3919467999104,0.631785009043573,-2.69295937531934,-0.186992088763644,0.111070823554885,-1.34859831497678,-0.00369763715499736,-2.2852733939309,-1.48061802719731,0.402273248800871
-1.33152921795615,-0.518133356740264,0.178877758066243,1.0850084214043,0.268485596780994,-0.320057577538924,-0.224827137281961,3.23296050179014,0.182212525419476,-0.794529499084274,-0.0673340289517613,1.46716083575774,-0.703280908419525,0.509348717400315,0.358814697960789,-2.24297816300177,-1.89042272548875,0.808881768400491,-2.52181854178202,-0.555179004378113,-0.402296000397861,-2.69559478417894,-1.90683075583497,-0.287980380368566,-0.96960453970279,0.157066440126536,2.45476522567522,-0.850046798072665,0.126820861287247,-0.939383068780716,2.38283335771329,0.799992923092948,1.70050537448868,0.215445445900687,2.96837790973956,0.447862752831413,-1.42994637902934,1.77499720893525,-0.0230724294990147,-0.169728578901275
-0.436081945863805,0.755355011991099,0.316318201522375,-0.6883192317142,0.691415015737209,-0.167916401622642,-0.661516187276819,-0.676743091975341,0.170954192304891,0.300052949790346,1.97755050720537,1.20621957556443,1.03730251338168,-0.339466315866942,-0.0288893948095591,1.19676562534004,1.6128422130849,-0.450546771734487,0.545411909941795,-0.437030241206204,1.3122162611732,0.202653357689459,1.35900077731444,1.72455773341783,1.15576795587259,-0.324900709139026,-3.43984466202134,-1.35804016346251,-1.23906430046133,0.693059987894075,-1.80113070492497,0.510961938613076,-1.19754864279657,0.0075096853942661,-3.03921367585813,0.635150983651681,0.371081983165599,-1.36013053006671,-0.520648254904874,-0.151335634257069
-1.53087800851428,-1.48339936172435,0.165367180852086,0.643101621107185,-3.18001706110025,0.0543933734521455,0.876161417211322,-2.27440018352477,1.06319705934206,-1.23283706390498,-0.463854920212194,0.931518239311985,0.0158388687567168,2.66609153762822,1.56267647378635,1.95815447684112,-1.5184254991208,0.77935595372782,2.21050807327303,0.311889224243657,-0.0157280410316882,-1.13352246816783,-0.232721721556244,0.135514922232796,-0.781730989509336,-0.48027875633074,-1.18426937709519,1.01642638776035,2.61383964191681,0.527639423560699,-0.0759661946302867,-0.770343827094786,-1.09051486562533,-1.95090384341961,1.2252159807115,-0.608644092672748,-0.99186460199164,1.65762259156819,0.456764318862625,0.526547800107512
2.72991202455489,-0.0594115716159387,-0.291244188522402,0.389269050301702,2.05264906624438,-0.0689687621135842,1.02486861863233,1.82512937026422,-1.09600001988328,1.95493051178016,-2.04922559133511,-1.95085956018298,-0.106369744454412,-1.68034255907683,-3.02736835156551,-1.87121126091818,-0.329314607146626,0.764901837877707,-1.62639118308456,-0.241190203213924,-1.09099728227352,1.63290555951602,-0.0378625433845988,-1.03085160722173,-0.716431577661095,1.21373368828129,2.99184802379929,0.180869897249963,-1.15104801208452,-1.08245590987202,0.942397220945116,0.116656904698217,1.08367667187948,1.23627812267583,0.480806141739867,-0.64524552826599,0.804987588870358,-0.342269911589139,0.308900295482736,-1.05969394835647
-1.79727784952899,0.0385607198299186,-0.676245427407363,0.624499834360641,-1.02368227464611,-0.0152411069610355,0.0843414985201142,-0.46255877509563,1.7620414553707,0.807955333952341,0.601381815455149,0.773350911062882,0.638110790241744,0.853583387809622,2.96090620001919,0.486547776284287,-1.27100507251775,1.44272325261661,-0.562560325166404,-0.966160468879678,0.724099112703997,-1.64019830502938,-1.09877071966292,-0.852381950916675,0.0482210281726397,0.560264367230831,-1.84101651697187,-0.778005532684892,-1.61040834977032,0.31181250057914,1.45110949010335,0.559230136070066,1.15715901035031,-0.865342740570529,-0.411184382368603,0.753610831165979,-1.51728257015064,1.14491195289386,0.70103017455578,-0.762728647490253
-0.877552038791246,0.368948893249231,-1.64019123819393,-0.395712282251342,-1.79134493928469,1.1991301209572,-1.37262981891424,-0.4129690243564,-0.178067237594949,-0.773275608931328,3.16947223353278,1.86833196626173,0.365598616238413,1.537407056798,3.43748026479013,-1.17354984254884,-2.12430471585784,-0.187407503783449,-0.189160133861056,3.25187939934667,-0.224084738547609,-0.106937983726556,1.05899338455436,-0.840618087726117,0.170466091148763,-0.450983235468689,-0.392978112198409,1.18322843329989,-0.087674760945189,2.77412488029408,-0.259841331145147,0.0983706151812711,-0.275232082235678,0.120288093546204,0.0871157943041571,-0.70802965941102,-1.85951272775442,-1.8176864032026,-1.01780508951565,-1.59017389917785
-1.49016827605766,1.77355956863853,0.15153685015519,-0.493260370131519,-0.306249822795327,-0.0193455200271102,-1.14451184336982,0.567233149844434,0.625222916844383,-1.17833028703095,1.55144824632936,0.513240660592302,-0.342812581612732,-0.410120515053404,1.57629272031043,0.256702784872134,-0.113772304206506,-0.368292438858653,0.0811897614127518,-0.240209976304149,1.44153582843055,-1.30028151446134,0.345649727932785,-0.268226511546303,0.95118816580361,-1.32575089169052,-0.602232331265713,-1.69875072894232,-1.32627292552252,-0.429932174238831,0.569635417233399,1.41086279886803,0.809606637120528,0.375172445577344,-0.733890337900719,1.08149320831317,-0.924774228494019,0.653265880487488,0.203047933061733,-0.389200511368493
0.292196727801671,-0.653317494847224,-0.216662187264909,-0.729616535856949,-0.16278098820636,-0.0325377843339181,1.42657316930117,-0.546517977772945,0.439033346956099,1.91536036313531,1.28766454380528,-0.418263740014948,-0.313724658201151,-0.0754566227343778,-0.40638954388682,1.06227605612497,0.783888040621231,0.666471317566505,1.09933508741663,-1.55709515796393,1.02718718647442,-0.555725522086664,0.740345361677587,1.0843842643254,1.53601556974985,-0.620272683338925,-3.7609041094512,0.821890866273562,-0.403942539069136,0.952998021769532,-2.16232478592311,-0.282607024408952,-1.99022238056009,1.1093623582056,-1.52683582729165,0.980899869440847,0.904679562319645,-0.0795484970569507,-1.5200603009444,-0.324781681727654
0.420521043849861,-1.89233908840104,-0.667019909349702,0.333206829529482,-1.54958088350348,-0.118678571097768,1.02330495195568,-0.740348595469093,0.151866445932939,-0.358982285850116,-0.691505668795151,-0.253897684982616,-0.354537154690121,1.30573200982954,0.814126221656807,0.305506786995794,-1.09316065223301,0.6879574116173,0.945099344664795,0.266211890070575,-0.352666211978821,0.167589847034426,-0.0539090123631509,-0.78495504698269,-0.433277862706211,0.225714011715144,0.88031006949115,1.30055334305377,1.44446037907673,0.411594630246084,0.149006559532194,-0.369470770148358,-0.898473893893414,-0.685231801801449,1.75694790882333,-0.87984677905112,-0.142947159191094,0.281431581204651,-0.128333312705546,-0.137862807927568
